layer_geom_type_s,layer_modified_dt,solr_geom,dct_references_s,dc_rights_s,uuid,dct_provenance_s,dc_subject_sm,dc_description_s,dct_issued_s,dct_temporal_sm,dc_creator_sm,dc_identifier_s,dc_relation_sm,georss_polygon_s,solr_year_i,dc_publisher_sm,layer_id_s,georss_box_s,dc_title_s,dc_format_s,dct_spatial_sm,dct_isPartOf_sm,layer_slug_s,dc_type_s
Mixed,2016-12-30T13:41:55Z,"ENVELOPE(-93.3291083705512, -93.1943285193941, 45.0512462602368, 44.8905885076778)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/e0a3b6a4c23b4a03b988388553cb9638_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/75/c2/95/5722174c1e97e15a780c4bd168/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Minneapolis_Communities/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/e0a3b6a4c23b4a03b988388553cb9638_0.zip""}",Public,75c29557-2217-4c1e-97e1-5a780c4bd168,Minnesota,[u'Boundaries'],"If there are any issues with the data in this map, service, or shapefile please contact the Minneapolis GIS office. This data set shows the communities of Minneapolis.",2015,2015-2016,[u'City of Minneapolis'],75c29557-2217-4c1e-97e1-5a780c4bd168,,44.8905885076778 -93.3291083705512 45.0512462602368 -93.3291083705512 45.0512462602368 -93.1943285193941 44.8905885076778 -93.1943285193941 44.8905885076778 -93.3291083705512,2015,[u'City of Minneapolis'],75c29557-2217-4c1e-97e1-5a780c4bd168,44.8905885076778 -93.3291083705512 45.0512462602368 -93.1943285193941,"Communities: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,75c29557-2217-4c1e-97e1-5a780c4bd168,Dataset
Mixed,2016-12-30T13:42:34Z,"ENVELOPE(-93.3291354184485, -93.1941620498247, 45.0511381481861, 44.8898165987482)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/5a055e774de64e3b969b8fd7f4be7bdd_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/ee/08/65/0793c84674b4e400a2520552db/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Small_Area_Plans/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/5a055e774de64e3b969b8fd7f4be7bdd_0.zip""}",Public,ee086507-93c8-4674-b4e4-00a2520552db,Minnesota,[u'Planning and Cadastral'],For questions about this data please contact CPEDOpenData@minneapolismn.gov Designated land use features from the City's adopted comprehensive plan.,2015,2015-2016,[u'City of Minneapolis'],ee086507-93c8-4674-b4e4-00a2520552db,,44.8898165987482 -93.3291354184485 45.0511381481861 -93.3291354184485 45.0511381481861 -93.1941620498247 44.8898165987482 -93.1941620498247 44.8898165987482 -93.3291354184485,2015,[u'City of Minneapolis'],ee086507-93c8-4674-b4e4-00a2520552db,44.8898165987482 -93.3291354184485 45.0511381481861 -93.1941620498247,"Small Area Plans: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,ee086507-93c8-4674-b4e4-00a2520552db,Dataset
Mixed,2016-12-30T13:42:14Z,"ENVELOPE(-93.3203844873462, -93.1940750337187, 45.0376730877634, 44.905380354682)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/ee48d730916d4164b5be7eeae6953798_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/17/7a/ce/475a0c48368e78ded8da57cb56/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Heritage_Preservation_Commission_Districts/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/ee48d730916d4164b5be7eeae6953798_0.zip""}",Public,177ace47-5a0c-4836-8e78-ded8da57cb56,Minnesota,[u'Boundaries'],Map service showing the Heritage Preservation Commission Districts in Minneapolis.,2015,2015-2016,[u'City of Minneapolis'],177ace47-5a0c-4836-8e78-ded8da57cb56,,44.905380354682 -93.3203844873462 45.0376730877634 -93.3203844873462 45.0376730877634 -93.1940750337187 44.905380354682 -93.1940750337187 44.905380354682 -93.3203844873462,2015,[u'City of Minneapolis'],177ace47-5a0c-4836-8e78-ded8da57cb56,44.905380354682 -93.3203844873462 45.0376730877634 -93.1940750337187,"Heritage Preservation Commission Districts: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,177ace47-5a0c-4836-8e78-ded8da57cb56,Dataset
Point,2016-12-30T13:41:36Z,"ENVELOPE(-93.3287815957901, -93.2009707147071, 45.0510872245669, 44.8908263341794)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/2f318a2ae2454ec2973d73954cc1f7db_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/85/41/2f/256fea48f2b5f9af3f61d55cd7/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Rental_Licenses/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/2f318a2ae2454ec2973d73954cc1f7db_0.zip""}",Public,85412f25-6fea-48f2-b5f9-af3f61d55cd7,Minnesota,[u'Economy'],"For questions about this data please contact RegulatoryServicesOpenData@minneapolismn.gov Rental Property Minneapolis requires that every rental dwelling, including single-family rental dwellings and rental units in owner-occupied duplexes, and rooming and shared-bath units (unless they are in a licensed lodging house) must have a rental license. The number of locations shown on the map above reflects the unique amount of dwellings in the City of Minneapolis with rental licenses, not the unique amount of rental licenses.",2015,2015-2016,[u'City of Minneapolis'],85412f25-6fea-48f2-b5f9-af3f61d55cd7,,44.8908263341794 -93.3287815957901 45.0510872245669 -93.3287815957901 45.0510872245669 -93.2009707147071 44.8908263341794 -93.2009707147071 44.8908263341794 -93.3287815957901,2015,[u'City of Minneapolis'],85412f25-6fea-48f2-b5f9-af3f61d55cd7,44.8908263341794 -93.3287815957901 45.0510872245669 -93.2009707147071,"Rental Licenses: Minneapolis, Minnesota, 2016",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,85412f25-6fea-48f2-b5f9-af3f61d55cd7,Dataset
Point,2016-12-30T13:41:23Z,"ENVELOPE(-93.3291043263357, -93.1985841479154, 45.0511549836418, 44.8898032927898)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/04ca9342f78d4ded96fc1e0fca1ee0cd_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/76/2b/c1/99df554bf4b17cb549949e8651/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/311_Incidents_2013/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/04ca9342f78d4ded96fc1e0fca1ee0cd_0.zip""}",Public,762bc199-df55-4bf4-b17c-b549949e8651,Minnesota,[u'Society'],"For questions about this data please contact 311OpenData@minneapolismn.gov The data provided are public-facing service requests that were taken by 311 contact center agents, or through online and mobile applications, and entered the Lagan CRM system during 2013.",2013,2013-2016,[u'City of Minneapolis'],762bc199-df55-4bf4-b17c-b549949e8651,,44.8898032927898 -93.3291043263357 45.0511549836418 -93.3291043263357 45.0511549836418 -93.1985841479154 44.8898032927898 -93.1985841479154 44.8898032927898 -93.3291043263357,2013,[u'City of Minneapolis'],762bc199-df55-4bf4-b17c-b549949e8651,44.8898032927898 -93.3291043263357 45.0511549836418 -93.1985841479154,"311 Incidents: Minneapolis, Minnesota, 2013",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,762bc199-df55-4bf4-b17c-b549949e8651,Dataset
Point,2016-12-30T13:41:13Z,"ENVELOPE(-93.3664219997314, -93.1860129998619, 45.0543500000577, 44.8629050003014)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/45800f8adcfe436d822c09d903b3b069_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/cf/af/1a/e10640490a9bc939e48fe97a04/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/FiresConfirmed2012/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/45800f8adcfe436d822c09d903b3b069_0.zip""}",Public,cfaf1ae1-0640-490a-9bc9-39e48fe97a04,Minnesota,[u'Society'],For questions about this data please contact FireOpenData@minneapolismn.gov Confirmed fires in the City of Minneapolis for 2012,2015,2012-2013,[u'City of Minneapolis'],cfaf1ae1-0640-490a-9bc9-39e48fe97a04,,44.8629050003014 -93.3664219997314 45.0543500000577 -93.3664219997314 45.0543500000577 -93.1860129998619 44.8629050003014 -93.1860129998619 44.8629050003014 -93.3664219997314,2012,[u'City of Minneapolis'],cfaf1ae1-0640-490a-9bc9-39e48fe97a04,44.8629050003014 -93.3664219997314 45.0543500000577 -93.1860129998619,"Fires Confirmed: Minneapolis, Minnesota, 2012",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,cfaf1ae1-0640-490a-9bc9-39e48fe97a04,Dataset
Point,2016-12-30T13:41:20Z,"ENVELOPE(-93.3212809890263, -93.2134896344389, 45.0448693686266, 44.8969193042826)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/45162ef5dd4b495dbf5b1f875219571c_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/11/c0/ff/64b1244730b63bd64d8a88b1a3/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/OPENDATA_NCR_FUNDING/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/45162ef5dd4b495dbf5b1f875219571c_0.zip""}",Public,11c0ff64-b124-4730-b63b-d64d8a88b1a3,Minnesota,[u'Economy'],For questions about this data please contact NCROpenData@minneapolismn.gov,2015,2015-2016,[u'City of Minneapolis'],11c0ff64-b124-4730-b63b-d64d8a88b1a3,,44.8969193042826 -93.3212809890263 45.0448693686266 -93.3212809890263 45.0448693686266 -93.2134896344389 44.8969193042826 -93.2134896344389 44.8969193042826 -93.3212809890263,2015,[u'City of Minneapolis'],11c0ff64-b124-4730-b63b-d64d8a88b1a3,44.8969193042826 -93.3212809890263 45.0448693686266 -93.2134896344389,"NCR Funding: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,11c0ff64-b124-4730-b63b-d64d8a88b1a3,Dataset
Point,2016-12-30T13:41:44Z,"ENVELOPE(-93.3278613292737, -93.2030494036982, 45.05031478279, 44.8916048522716)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/f907adb89fe34d7ca60186573de323ab_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/81/28/d5/0320d5483ba38cc63063bd235b/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Polk_Tags_2016/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/f907adb89fe34d7ca60186573de323ab_0.zip""}",Public,8128d503-20d5-483b-a38c-c63063bd235b,Minnesota,[u'Location'],"This is the information about the number and location of tags (parking tickets) during this snow emergency. Tag data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies.",2015,2015-2016,[u'City of Minneapolis'],8128d503-20d5-483b-a38c-c63063bd235b,,44.8916048522716 -93.3278613292737 45.05031478279 -93.3278613292737 45.05031478279 -93.2030494036982 44.8916048522716 -93.2030494036982 44.8916048522716 -93.3278613292737,2015,[u'City of Minneapolis'],8128d503-20d5-483b-a38c-c63063bd235b,44.8916048522716 -93.3278613292737 45.05031478279 -93.2030494036982,"Snow Emergency Polk Tags: Minneapolis, Minnesota, 2016",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,8128d503-20d5-483b-a38c-c63063bd235b,Dataset
Point,2016-12-30T13:41:59Z,"ENVELOPE(-93.2954146814819, -93.2292771549343, 44.9766902248556, 44.9546998864651)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/9623c3bd949c4ee4a814d1ec6844998a_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/2d/24/91/46654045c686eba153ab5ac843/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Growth_Centers/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/9623c3bd949c4ee4a814d1ec6844998a_0.zip""}",Public,2d249146-6540-45c6-86eb-a153ab5ac843,Minnesota,[u'Planning and Cadastral'],For questions about this data please contact CPEDOpenData@minneapolismn.gov Designated land use features from the City's adopted comprehensive plan.,2015,2015-2016,[u'City of Minneapolis'],2d249146-6540-45c6-86eb-a153ab5ac843,,44.9546998864651 -93.2954146814819 44.9766902248556 -93.2954146814819 44.9766902248556 -93.2292771549343 44.9546998864651 -93.2292771549343 44.9546998864651 -93.2954146814819,2015,[u'City of Minneapolis'],2d249146-6540-45c6-86eb-a153ab5ac843,44.9546998864651 -93.2954146814819 44.9766902248556 -93.2292771549343,"Growth Centers: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,2d249146-6540-45c6-86eb-a153ab5ac843,Dataset
Mixed,2016-12-30T13:41:57Z,"ENVELOPE(-93.3291357669645, -93.1933724290678, 45.0512511623093, 44.8904706592015)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/c35a747b6f3948d19912b1eb268f8996_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/1d/9e/ab/d6a8f14a6590d63294b5d0711d/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/WARDS/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/c35a747b6f3948d19912b1eb268f8996_0.zip""}",Public,1d9eabd6-a8f1-4a65-90d6-3294b5d0711d,Minnesota,[u'Boundaries'],"This is the feature map service for the City of Minneapolis City Council Ward Boundaries that were redistricted and adopted in April of 2012. These boundaries took effect January 1, 2014.",2015,2015-2016,[u'City of Minneapolis'],1d9eabd6-a8f1-4a65-90d6-3294b5d0711d,,44.8904706592015 -93.3291357669645 45.0512511623093 -93.3291357669645 45.0512511623093 -93.1933724290678 44.8904706592015 -93.1933724290678 44.8904706592015 -93.3291357669645,2015,[u'City of Minneapolis'],1d9eabd6-a8f1-4a65-90d6-3294b5d0711d,44.8904706592015 -93.3291357669645 45.0512511623093 -93.1933724290678,"City Council Wards: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,1d9eabd6-a8f1-4a65-90d6-3294b5d0711d,Dataset
Mixed,2016-12-30T13:42:03Z,"ENVELOPE(-93.3194380751523, -93.2075556763572, 45.0439545295464, 44.9395269991145)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/4c768a5aa3154f85bd80dc9c5dd0ebf7_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/a5/c9/b4/7403324aacb889211cbe3cc983/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Industrial_Employment_Districts/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/4c768a5aa3154f85bd80dc9c5dd0ebf7_0.zip""}",Public,a5c9b474-0332-4aac-b889-211cbe3cc983,Minnesota,[u'Planning and Cadastral'],For questions about this data please contact CPEDOpenData@minneapolismn.gov Designated land use features from the City's adopted comprehensive plan.,2015,2015-2016,[u'City of Minneapolis'],a5c9b474-0332-4aac-b889-211cbe3cc983,,44.9395269991145 -93.3194380751523 45.0439545295464 -93.3194380751523 45.0439545295464 -93.2075556763572 44.9395269991145 -93.2075556763572 44.9395269991145 -93.3194380751523,2015,[u'City of Minneapolis'],a5c9b474-0332-4aac-b889-211cbe3cc983,44.9395269991145 -93.3194380751523 45.0439545295464 -93.2075556763572,"Industrial Employment Districts: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,a5c9b474-0332-4aac-b889-211cbe3cc983,Dataset
Point,2016-12-30T13:42:04Z,"ENVELOPE(-93.3664219997314, -93.1860129998619, 45.0543500000577, 44.8629050003014)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/8acbcf011acd4f5381684c28b0d75031_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/0b/5e/a3/eee5d94835b33cf722667d029f/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/FiresReported2012/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/8acbcf011acd4f5381684c28b0d75031_0.zip""}",Public,0b5ea3ee-e5d9-4835-b33c-f722667d029f,Minnesota,[u'Society'],For questions about this data please contact FireOpenData@minneapolismn.gov Reported fires in the City of Minneapolis for 2012.,2015,2012-2013,[u'City of Minneapolis'],0b5ea3ee-e5d9-4835-b33c-f722667d029f,,44.8629050003014 -93.3664219997314 45.0543500000577 -93.3664219997314 45.0543500000577 -93.1860129998619 44.8629050003014 -93.1860129998619 44.8629050003014 -93.3664219997314,2012,[u'City of Minneapolis'],0b5ea3ee-e5d9-4835-b33c-f722667d029f,44.8629050003014 -93.3664219997314 45.0543500000577 -93.1860129998619,"Fires Reported: Minneapolis, Minnesota, 2012",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,0b5ea3ee-e5d9-4835-b33c-f722667d029f,Dataset
Point,2016-12-30T13:41:15Z,"ENVELOPE(-93.3290819247471, -93.1983772372121, 45.0511245566459, 44.8906715123617)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/74373c3f6824443aaf5649b642a40eae_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/39/58/5c/8f3cc149b89f9da763202cfd86/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Police_Public_2011/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/74373c3f6824443aaf5649b642a40eae_0.zip""}",Public,39585c8f-3cc1-49b8-9f9d-a763202cfd86,Minnesota,[u'Society'],For questions about this data please contact PoliceOpenData@minneapolismn.gov Police Incidents for 2011,2015,2011-2012,[u'City of Minneapolis'],39585c8f-3cc1-49b8-9f9d-a763202cfd86,,44.8906715123617 -93.3290819247471 45.0511245566459 -93.3290819247471 45.0511245566459 -93.1983772372121 44.8906715123617 -93.1983772372121 44.8906715123617 -93.3290819247471,2011,[u'City of Minneapolis'],39585c8f-3cc1-49b8-9f9d-a763202cfd86,44.8906715123617 -93.3290819247471 45.0511245566459 -93.1983772372121,"Police Incidents: Minneapolis, Minnesota, 2011",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,39585c8f-3cc1-49b8-9f9d-a763202cfd86,Dataset
Mixed,2016-12-30T13:42:39Z,"ENVELOPE(-93.329, -93.194, 45.051, 44.891)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/1e89a7bf8cd74cb686352e9459457227_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/0b/2d/66/c51b9643c7a4a553dc904f5e22/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Wards2012/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/1e89a7bf8cd74cb686352e9459457227_0.zip""}",Public,0b2d66c5-1b96-43c7-a4a5-53dc904f5e22,Minnesota,"[u'Environment', u'Imagery and Base Maps', u'Society', u'Inland Waters']",Council ward boundaries with Council member contact information and enhanced population demographics from the 2010 U.S. Census.,2015,2015-2016,[u'City of Minneapolis'],0b2d66c5-1b96-43c7-a4a5-53dc904f5e22,,44.891 -93.329 45.051 -93.329 45.051 -93.194 44.891 -93.194 44.891 -93.329,2015,[u'City of Minneapolis'],0b2d66c5-1b96-43c7-a4a5-53dc904f5e22,44.891 -93.329 45.051 -93.194,"City Council Wards with Demographics: Minneapolis, Minnesota, 2016",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,0b2d66c5-1b96-43c7-a4a5-53dc904f5e22,Dataset
Point,2016-12-30T13:42:12Z,"ENVELOPE(-93.3191350590214, -93.2317671642871, 45.0048229756535, 44.8943744599442)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/2c35bcea1a7c4a3ba48fa42b039e5aa6_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/95/ed/7a/466224473d9d4b549dcf715079/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Major_Retail_Centers/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/2c35bcea1a7c4a3ba48fa42b039e5aa6_0.zip""}",Public,95ed7a46-6224-473d-9d4b-549dcf715079,Minnesota,[u'Planning and Cadastral'],For questions about this data please contact CPEDOpenData@minneapolismn.gov Designated land use features from the City's adopted comprehensive plan.,2015,2015-2016,[u'City of Minneapolis'],95ed7a46-6224-473d-9d4b-549dcf715079,,44.8943744599442 -93.3191350590214 45.0048229756535 -93.3191350590214 45.0048229756535 -93.2317671642871 44.8943744599442 -93.2317671642871 44.8943744599442 -93.3191350590214,2015,[u'City of Minneapolis'],95ed7a46-6224-473d-9d4b-549dcf715079,44.8943744599442 -93.3191350590214 45.0048229756535 -93.2317671642871,"Major Retail Centers: Minneapolis, Minnesota, 2015",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,95ed7a46-6224-473d-9d4b-549dcf715079,Dataset
Mixed,2016-12-30T13:42:21Z,"ENVELOPE(-93.3290935012259, -93.1938488959554, 45.0511081210592, 44.8906522454113)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/9e0d092ecdfd4089b2ef3021e739f8c7_0"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/d8/49/4a/82eba4413dacb45ca8c37a5c7c/iso19139.xml"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/msvcCPED_PRIMARY_ZONING/FeatureServer/0"",""http://schema.org/downloadUrl"":""http://opendata.minneapolismn.gov/datasets/9e0d092ecdfd4089b2ef3021e739f8c7_0.zip""}",Public,d8494a82-eba4-413d-acb4-5ca8c37a5c7c,Minnesota,[u'Planning and Cadastral'],This is a map service showing the latest Primary Zoning information for the City of Minneapolis. Please refer to the City's Zoning Code webpage for more details about what each of the zoning codes mean and the type of uses allowed in each of the designated areas. This information will be updated as changes are made to the underlying data.,2015,2015-2016,[u'City of Minneapolis'],d8494a82-eba4-413d-acb4-5ca8c37a5c7c,,44.8906522454113 -93.3290935012259 45.0511081210592 -93.3290935012259 45.0511081210592 -93.1938488959554 44.8906522454113 -93.1938488959554 44.8906522454113 -93.3290935012259,2015,[u'City of Minneapolis'],d8494a82-eba4-413d-acb4-5ca8c37a5c7c,44.8906522454113 -93.3290935012259 45.0511081210592 -93.1938488959554,"Minneapolis Primary Zoning: Minneapolis, Minnesota, 2016",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,d8494a82-eba4-413d-acb4-5ca8c37a5c7c,Dataset
Point,2016-12-30T13:42:42Z,"ENVELOPE(-93.328873, -93.200971, 45.0511, 44.890816)","{""http://schema.org/url"":""http://opendata.minneapolismn.gov/datasets/assessor-building-characteristics-2016"",""http://schema.org/downloadUrl"":""https://opendata.arcgis.com/datasets/a7ee3ae77ed34ca18fac90e6b99042c7_0.zip"",""urn:x-esri:serviceType:ArcGIS#FeatureLayer"":""https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/AssrBldgCharacteristics2016/FeatureServer/0/"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://opengeometadata.github.io/big-ten/27/d1/4d/58f1744345aec2904c9c867027/iso19139.xml""}",Public,27d14d58-f174-4345-aec2-904c9c867027,Minnesota,[u'Planning and Cadastral'],The Minneapolis Assessor's Office tracks property data to assist in classification and valuation of real property. This data is regularly updated to accurately reflect market conditions.,2015,2015-2016,[u'City of Minneapolis'],27d14d58-f174-4345-aec2-904c9c867027,,44.890816 -93.328873 45.0511 -93.328873 45.0511 -93.200971 44.890816 -93.200971 44.890816 -93.328873,2015,[u'City of Minneapolis'],27d14d58-f174-4345-aec2-904c9c867027,44.890816 -93.328873 45.0511 -93.200971,"Assessor Building Characteristics: Minneapolis, Minnesota, 2016",Shapefile,"[u'Minneapolis, Minnesota, United States', u'Minnesota, United States']",Minneapolis Open Data,27d14d58-f174-4345-aec2-904c9c867027,Dataset
